Id,Probability
1,0.018875161
2,0.01893835
3,0.01893835
4,0.10191206
5,0.01893835
6,0.01893835
7,0.021335956
8,0.09427706
9,0.018875161
10,0.88256663
11,0.01893835
12,0.018875161
13,0.018875161
14,0.01893835
15,0.01893835
16,0.018875161
17,0.01893835
18,0.018875161
19,0.16714588
20,0.01893835
21,0.01893835
22,0.018875161
23,0.018875161
24,0.6551211
25,0.09427706
26,0.018875161
27,0.01893835
28,0.018875161
29,0.01893835
30,0.01893835
31,0.018875161
32,0.018875161
33,0.018875161
34,0.018875161
35,0.29026356
36,0.01893835
37,0.01893835
38,0.01893835
39,0.021335956
40,0.09427706
41,0.021335956
42,0.2054567
43,0.018875161
44,0.018875161
45,0.10191206
46,0.018875161
47,0.018875161
48,0.021335956
49,0.018875161
50,0.021335956
51,0.018875161
52,0.018875161
53,0.01893835
54,0.018875161
55,0.018875161
56,0.09427706
57,0.01893835
58,0.10191206
59,0.10191206
60,0.10518988
61,0.01893835
62,0.018875161
63,0.018875161
64,0.018875161
65,0.018875161
66,0.018875161
67,0.018875161
68,0.018875161
69,0.018875161
70,0.88256663
71,0.018875161
72,0.018875161
73,0.018875161
74,0.10191206
75,0.01893835
76,0.018875161
77,0.01893835
78,0.01893835
79,0.018875161
80,0.021335956
81,0.018875161
82,0.018875161
83,0.018875161
84,0.018875161
85,0.021335956
86,0.018875161
87,0.018875161
88,0.018875161
89,0.018875161
90,0.018875161
91,0.01893835
92,0.021335956
93,0.01893835
94,0.01893835
95,0.01893835
96,0.10191206
97,0.01893835
98,0.021335956
99,0.018875161
100,0.018875161
101,0.018875161
102,0.01893835
103,0.018875161
104,0.01893835
105,0.10191206
106,0.018875161
107,0.55633706
108,0.01893835
109,0.018875161
110,0.018875161
111,0.018875161
112,0.01893835
113,0.01893835
114,0.5847554
115,0.018875161
116,0.018875161
117,0.018875161
118,0.018875161
119,0.018875161
120,0.018875161
121,0.01893835
122,0.10191206
123,0.021335956
124,0.6841846
125,0.018875161
126,0.01893835
127,0.01893835
128,0.018875161
129,0.018875161
130,0.018875161
131,0.10191206
132,0.01893835
133,0.018875161
134,0.2054567
135,0.24681024
136,0.018875161
137,0.10191206
138,0.10191206
139,0.018875161
140,0.01893835
141,0.018875161
142,0.018875161
143,0.018875161
144,0.018875161
145,0.24744403
146,0.018875161
147,0.01893835
148,0.2054567
149,0.018875161
150,0.018875161
151,0.018875161
152,0.018875161
153,0.018875161
154,0.018875161
155,0.021335956
156,0.021335956
157,0.09427706
158,0.018875161
159,0.01893835
160,0.01893835
161,0.018875161
162,0.018875161
163,0.018875161
164,0.021335956
165,0.01893835
166,0.018875161
167,0.7351229
168,0.018875161
169,0.23846616
170,0.018875161
171,0.018875161
172,0.01893835
173,0.018875161
174,0.018875161
175,0.01893835
176,0.10191206
177,0.01893835
178,0.01893835
179,0.01893835
180,0.018875161
181,0.09427706
182,0.01893835
183,0.021335956
184,0.018875161
185,0.01893835
186,0.018875161
187,0.018875161
188,0.018875161
189,0.01893835
190,0.01893835
191,0.018875161
192,0.021335956
193,0.021335956
194,0.018875161
195,0.018875161
196,0.01893835
197,0.018875161
198,0.018875161
199,0.018875161
200,0.018875161
201,0.021335956
202,0.01893835
203,0.3083667
204,0.018875161
205,0.018875161
206,0.018875161
207,0.021335956
208,0.01893835
209,0.01893835
210,0.018875161
211,0.018875161
212,0.01893835
213,0.018875161
214,0.01893835
215,0.018875161
216,0.01893835
217,0.01893835
218,0.09427706
219,0.01893835
220,0.01893835
221,0.018875161
222,0.01893835
223,0.018875161
224,0.018875161
225,0.01893835
226,0.01893835
227,0.018875161
228,0.018875161
229,0.01893835
230,0.5600676
231,0.2054567
232,0.018875161
233,0.018875161
234,0.018875161
235,0.018875161
236,0.41610608
237,0.018875161
238,0.018875161
239,0.018875161
240,0.01893835
241,0.01893835
242,0.018875161
243,0.01893835
244,0.01893835
245,0.018875161
246,0.018875161
247,0.018875161
248,0.01893835
249,0.018875161
250,0.24744403
251,0.018875161
252,0.16880716
253,0.018875161
254,0.018875161
255,0.018875161
256,0.018875161
257,0.021335956
258,0.10518988
259,0.10191206
260,0.021335956
261,0.01893835
262,0.01893835
263,0.018875161
264,0.018875161
265,0.018875161
266,0.01893835
267,0.09427706
268,0.018875161
269,0.16714588
270,0.018875161
271,0.01893835
272,0.018875161
273,0.018875161
274,0.018875161
275,0.01893835
276,0.018875161
277,0.018875161
278,0.01893835
279,0.018875161
280,0.018875161
281,0.7141888
282,0.10191206
283,0.021335956
284,0.018875161
285,0.018875161
286,0.018875161
287,0.01893835
288,0.10191206
289,0.01893835
290,0.018875161
291,0.4105592
292,0.018875161
293,0.01893835
294,0.01893835
295,0.018875161
296,0.01893835
297,0.018875161
298,0.018875161
299,0.018875161
300,0.018875161
301,0.09427706
302,0.018875161
303,0.018875161
304,0.018875161
305,0.41610608
306,0.10191206
307,0.018875161
308,0.88256663
309,0.20793714
310,0.018875161
311,0.65685236
312,0.018875161
313,0.2054567
314,0.01893835
315,0.01893835
316,0.01893835
317,0.5232234
318,0.01893835
319,0.018875161
320,0.01893835
321,0.018875161
322,0.018875161
323,0.021335956
324,0.021335956
325,0.01893835
326,0.018875161
327,0.018875161
328,0.018875161
329,0.018875161
330,0.018875161
331,0.018875161
332,0.01893835
333,0.01893835
334,0.018875161
335,0.10191206
336,0.01893835
337,0.018875161
338,0.16880716
339,0.018875161
340,0.018875161
341,0.018875161
342,0.018875161
343,0.021335956
344,0.018875161
345,0.018875161
346,0.018875161
347,0.44438106
348,0.018875161
349,0.018875161
350,0.018875161
351,0.2054567
352,0.018875161
353,0.01893835
354,0.01893835
355,0.01893835
356,0.01893835
357,0.7388477
358,0.018875161
359,0.018875161
360,0.10191206
361,0.018875161
362,0.018875161
363,0.01893835
364,0.018875161
365,0.10191206
366,0.10191206
367,0.01893835
368,0.018875161
369,0.018875161
370,0.24744403
371,0.018875161
372,0.10191206
373,0.01893835
374,0.01893835
375,0.018875161
376,0.018875161
377,0.021335956
378,0.01893835
379,0.018875161
380,0.018875161
381,0.018875161
382,0.018875161
383,0.018875161
384,0.25449714
385,0.018875161
386,0.01893835
387,0.018875161
388,0.01893835
389,0.018875161
390,0.018875161
391,0.01893835
392,0.018875161
393,0.018875161
394,0.018875161
395,0.018875161
396,0.01893835
397,0.018875161
398,0.018875161
399,0.018875161
400,0.01893835
401,0.01893835
402,0.018875161
403,0.018875161
404,0.018875161
405,0.88475096
406,0.825887
407,0.018875161
408,0.10191206
409,0.01893835
410,0.021335956
411,0.01893835
412,0.018875161
413,0.018875161
414,0.018875161
415,0.01893835
416,0.41590565
417,0.01893835
418,0.01893835
419,0.018875161
420,0.018875161
421,0.018875161
422,0.018875161
423,0.021335956
424,0.018875161
425,0.018875161
426,0.018875161
427,0.018875161
428,0.018875161
429,0.018875161
430,0.018875161
431,0.20793714
432,0.018875161
433,0.01893835
434,0.018875161
435,0.018875161
436,0.01893835
437,0.018875161
438,0.01893835
439,0.01893835
440,0.01893835
441,0.018875161
442,0.021335956
443,0.01893835
444,0.018875161
445,0.10518988
446,0.1917204
447,0.018875161
448,0.01893835
449,0.021335956
450,0.018875161
451,0.021335956
452,0.018875161
453,0.018875161
454,0.018875161
455,0.01893835
456,0.01893835
457,0.018875161
458,0.018875161
459,0.01893835
460,0.018875161
461,0.021335956
462,0.01893835
463,0.018875161
464,0.018875161
465,0.01893835
466,0.018875161
467,0.018875161
468,0.01893835
469,0.018875161
470,0.1917204
471,0.018875161
472,0.01893835
473,0.29026356
474,0.021335956
475,0.018875161
476,0.018875161
477,0.018875161
478,0.01893835
479,0.09427706
480,0.018875161
481,0.018875161
482,0.018875161
483,0.01893835
484,0.018875161
485,0.018875161
486,0.1917204
487,0.018875161
488,0.018875161
489,0.24681024
490,0.018875161
491,0.018875161
492,0.01893835
493,0.58763885
494,0.018875161
495,0.43160245
496,0.018875161
497,0.018875161
498,0.018875161
499,0.10518988
500,0.018875161
501,0.01893835
502,0.01893835
503,0.018875161
504,0.01893835
505,0.01893835
506,0.18352218
507,0.018875161
508,0.018875161
509,0.018875161
510,0.01893835
511,0.018875161
512,0.44209242
513,0.018875161
514,0.01893835
515,0.018875161
516,0.2054567
517,0.01893835
518,0.018875161
519,0.01893835
520,0.018875161
521,0.01893835
522,0.01893835
523,0.01893835
524,0.10191206
525,0.01893835
526,0.4207421
527,0.018875161
528,0.021335956
529,0.24681024
530,0.01893835
531,0.018875161
532,0.018875161
533,0.01893835
534,0.018875161
535,0.01893835
536,0.018875161
537,0.01893835
538,0.021335956
539,0.018875161
540,0.018875161
541,0.01893835
542,0.018875161
543,0.01893835
544,0.01893835
545,0.018875161
546,0.01893835
547,0.01893835
548,0.01893835
549,0.018875161
550,0.01893835
551,0.10191206
552,0.28226522
553,0.018875161
554,0.01893835
555,0.1917204
556,0.021335956
557,0.018875161
558,0.018875161
559,0.021335956
560,0.10191206
561,0.018875161
562,0.01893835
563,0.09427706
564,0.018875161
565,0.018875161
566,0.018875161
567,0.01893835
568,0.018875161
569,0.7352632
570,0.018875161
571,0.1917204
572,0.01893835
573,0.021335956
574,0.10518988
575,0.018875161
576,0.018875161
577,0.018875161
578,0.018875161
579,0.10191206
580,0.018875161
581,0.018875161
582,0.018875161
583,0.01893835
584,0.01893835
585,0.01893835
586,0.018875161
587,0.018875161
588,0.01893835
589,0.01893835
590,0.018875161
591,0.018875161
592,0.018875161
593,0.018875161
594,0.018875161
595,0.10191206
596,0.018875161
597,0.018875161
598,0.018875161
599,0.01893835
600,0.018875161
601,0.018875161
602,0.10191206
603,0.018875161
604,0.018875161
605,0.018875161
606,0.01893835
607,0.16880716
608,0.018875161
609,0.58763885
610,0.018875161
611,0.018875161
612,0.018875161
613,0.018875161
614,0.021335956
615,0.021335956
616,0.018875161
617,0.2054567
618,0.018875161
619,0.018875161
620,0.01893835
621,0.018875161
622,0.01893835
623,0.018875161
624,0.018875161
625,0.018875161
626,0.55045485
627,0.018875161
628,0.01893835
629,0.018875161
630,0.018875161
631,0.018875161
632,0.018875161
633,0.018875161
634,0.01893835
635,0.20793714
636,0.018875161
637,0.01893835
638,0.01893835
639,0.2054567
640,0.018875161
641,0.018875161
642,0.41610608
643,0.2054567
644,0.6551211
645,0.018875161
646,0.24681024
647,0.01893835
648,0.01893835
649,0.018875161
650,0.018875161
651,0.24681024
652,0.021335956
653,0.01893835
654,0.41610608
655,0.01893835
656,0.01893835
657,0.018875161
658,0.018875161
659,0.01893835
660,0.01893835
661,0.018875161
662,0.2707857
663,0.018875161
664,0.1917204
665,0.70384115
666,0.018875161
667,0.018875161
668,0.018875161
669,0.6119826
670,0.018875161
671,0.018875161
672,0.018875161
673,0.018875161
674,0.018875161
675,0.24681024
676,0.10191206
677,0.01893835
678,0.018875161
679,0.01893835
680,0.41610608
681,0.021335956
682,0.018875161
683,0.01893835
684,0.01893835
685,0.16880716
686,0.018875161
687,0.01893835
688,0.01893835
689,0.01893835
690,0.018875161
691,0.10191206
692,0.5847554
693,0.018875161
694,0.10191206
695,0.018875161
696,0.018875161
697,0.018875161
698,0.018875161
699,0.1917204
700,0.018875161
701,0.018875161
702,0.2054567
703,0.018875161
704,0.88256663
705,0.021335956
706,0.018875161
707,0.01893835
708,0.018875161
709,0.018875161
710,0.01893835
711,0.01893835
712,0.021335956
713,0.018875161
714,0.01893835
715,0.018875161
716,0.5894576
717,0.01893835
718,0.01893835
719,0.018875161
720,0.01893835
721,0.018875161
722,0.018875161
723,0.018875161
724,0.018875161
725,0.2054567
726,0.034081575
727,0.018875161
728,0.018875161
729,0.018875161
730,0.5787784
731,0.018875161
732,0.01893835
733,0.018875161
734,0.01893835
735,0.16880716
736,0.018875161
737,0.09427706
738,0.16880716
739,0.021335956
740,0.018875161
741,0.018875161
742,0.018875161
743,0.01893835
744,0.018875161
745,0.018875161
746,0.01893835
747,0.018875161
748,0.01893835
749,0.018875161
750,0.018875161
751,0.10518988
752,0.018875161
753,0.018875161
754,0.018875161
755,0.01893835
756,0.01893835
757,0.018875161
758,0.018875161
759,0.018875161
760,0.01893835
761,0.018875161
762,0.018875161
763,0.01893835
764,0.018875161
765,0.01893835
766,0.018875161
767,0.018875161
768,0.018875161
769,0.01893835
770,0.018875161
771,0.018875161
772,0.10518988
773,0.10191206
774,0.018875161
775,0.018875161
776,0.021335956
777,0.10191206
778,0.021335956
779,0.01893835
780,0.24681024
781,0.16880716
782,0.018875161
783,0.018875161
784,0.10191206
785,0.018875161
786,0.018875161
787,0.10191206
788,0.018875161
789,0.16714588
790,0.25449714
791,0.018875161
792,0.5600676
793,0.3083667
794,0.021335956
795,0.28226522
796,0.018875161
797,0.018875161
798,0.01893835
799,0.43160245
800,0.01893835
801,0.018875161
802,0.018875161
803,0.018875161
804,0.018875161
805,0.41590565
806,0.01893835
807,0.018875161
808,0.018875161
809,0.01893835
810,0.10191206
811,0.018875161
812,0.10191206
813,0.01893835
814,0.018875161
815,0.10191206
816,0.018875161
817,0.018875161
818,0.018875161
819,0.018875161
820,0.018875161
821,0.018875161
822,0.28226522
823,0.01893835
824,0.018875161
825,0.01893835
826,0.018875161
827,0.018875161
828,0.018875161
829,0.018875161
830,0.018875161
